seq.id	Class	Species	alignment.start	alignment.end	envelope.start	envelope.end	LGIC.Family	hmm.acc	hmm.name	type	hmm.start	hmm.end	hmm.length	bit.score	E.value	significance	clan
DC041_0000760	Trematoda	Schistosoma_bovis	621	884	620	887	iGluR family	PF00060.29	Lig_chan	Family	2	146	149	86.6	8.80E-28	1	CL0030
DC041_0003983	Trematoda	Schistosoma_bovis	943	997	920	997	OTHER	PF06459.15	RR_TM4-6	Family	226	281	281	43.8	1.60E-14	1	No_clan
DC041_0005325	Trematoda	Schistosoma_bovis	442	546	441	549	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	112	115	78.4	2.70E-25	1	CL0177
DC041_0005325	Trematoda	Schistosoma_bovis	564	860	563	860	iGluR family	PF00060.29	Lig_chan	Family	2	149	149	104.8	2.20E-33	1	CL0030
DC041_0010916	Trematoda	Schistosoma_bovis	238	517	237	520	iGluR family	PF00060.29	Lig_chan	Family	2	147	149	36.3	2.90E-12	1	CL0030
DC041_0010992	Trematoda	Schistosoma_bovis	495	611	495	612	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	1	114	115	121.6	1.10E-38	1	CL0177
DC041_0010992	Trematoda	Schistosoma_bovis	624	900	624	900	iGluR family	PF00060.29	Lig_chan	Family	1	149	149	160.8	1.20E-50	1	CL0030
DC041_0012679	Trematoda	Schistosoma_bovis	562	633	561	639	Cys-loop family	PF02932.19	Neur_chan_memb	Family	7	77	238	18.7	9.10E-07	0	No_clan
DEA37_0002367	Trematoda	Paragonimus_westermani	165	254	164	447	iGluR family	PF00060.29	Lig_chan	Family	2	91	149	40.1	1.90E-13	1	CL0030
DEA37_0002622	Trematoda	Paragonimus_westermani	17	54	15	55	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	77	114	115	42.8	2.90E-14	1	CL0177
DEA37_0002623	Trematoda	Paragonimus_westermani	429	506	428	508	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	76	115	66	1.80E-21	1	CL0177
DEA37_0002624	Trematoda	Paragonimus_westermani	1	104	1	144	iGluR family	PF00060.29	Lig_chan	Family	85	121	149	44.2	1.00E-14	1	CL0030
DEA37_0003890	Trematoda	Paragonimus_westermani	18	122	3	168	iGluR family	PF00060.29	Lig_chan	Family	62	117	149	25.6	5.50E-09	0	CL0030
DEA37_0007182	Trematoda	Paragonimus_westermani	403	508	399	510	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	5	113	115	73.7	7.70E-24	1	CL0177
DEA37_0007322	Trematoda	Paragonimus_westermani	201	385	193	397	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	12	205	217	36.9	1.50E-12	1	No_clan
DEA37_0007322	Trematoda	Paragonimus_westermani	410	631	408	638	Cys-loop family	PF02932.19	Neur_chan_memb	Family	7	233	238	29.8	3.70E-10	0	No_clan
DEA37_0007576	Trematoda	Paragonimus_westermani	271	337	269	339	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	77	115	41.8	6.00E-14	1	CL0177
DEA37_0008752	Trematoda	Paragonimus_westermani	5	41	2	43	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	77	113	115	25.9	5.30E-09	0	CL0177
DEA37_0008752	Trematoda	Paragonimus_westermani	57	114	56	119	iGluR family	PF00060.29	Lig_chan	Family	2	60	149	20.4	2.20E-07	0	CL0030
DEA37_0011209	Trematoda	Paragonimus_westermani	13	125	8	127	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	8	113	115	115.4	8.70E-37	1	CL0177
DEA37_0011209	Trematoda	Paragonimus_westermani	143	416	141	416	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	173.5	1.40E-54	1	CL0030
DEA37_0013337	Trematoda	Paragonimus_westermani	151	232	126	236	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	28	111	115	79.5	1.20E-25	1	CL0177
DEA37_0013337	Trematoda	Paragonimus_westermani	251	517	249	517	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	99.3	1.10E-31	1	CL0030
DILT_0000021301-mRNA-1	Cestoda	Dibothriocephalus_latus	193	342	184	353	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	21	162	217	25.4	5.10E-09	0	No_clan
DILT_0000085401-mRNA-1	Cestoda	Dibothriocephalus_latus	33	179	32	185	iGluR family	PF00060.29	Lig_chan	Family	2	111	149	103.2	6.80E-33	1	CL0030
DILT_0000163601-mRNA-1	Cestoda	Dibothriocephalus_latus	15	96	3	100	OTHER	PF06459.15	RR_TM4-6	Family	119	204	281	56.7	1.90E-18	1	No_clan
DILT_0000263701-mRNA-1	Cestoda	Dibothriocephalus_latus	103	316	100	316	iGluR family	PF00060.29	Lig_chan	Family	4	149	149	59.8	1.60E-19	1	CL0030
DILT_0000290101-mRNA-1	Cestoda	Dibothriocephalus_latus	185	279	184	282	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	112	115	55.7	3.00E-18	1	CL0177
DILT_0000290101-mRNA-1	Cestoda	Dibothriocephalus_latus	299	593	297	594	iGluR family	PF00060.29	Lig_chan	Family	3	148	149	90.4	6.10E-29	1	CL0030
DILT_0000300301-mRNA-1	Cestoda	Dibothriocephalus_latus	28	104	6	152	iGluR family	PF00060.29	Lig_chan	Family	40	115	149	69.9	1.20E-22	1	CL0030
DILT_0000406101-mRNA-1	Cestoda	Dibothriocephalus_latus	141	241	139	269	iGluR family	PF00060.29	Lig_chan	Family	3	115	149	47.1	1.30E-15	1	CL0030
DILT_0000605301-mRNA-1	Cestoda	Dibothriocephalus_latus	2	31	1	31	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	86	115	115	36.1	3.50E-12	1	CL0177
DILT_0000605301-mRNA-1	Cestoda	Dibothriocephalus_latus	47	321	45	321	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	179.8	1.70E-56	1	CL0030
DILT_0000849701-mRNA-1	Cestoda	Dibothriocephalus_latus	17	119	14	123	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	5	111	115	15	1.30E-05	0	CL0177
DILT_0000849701-mRNA-1	Cestoda	Dibothriocephalus_latus	142	235	139	238	iGluR family	PF00060.29	Lig_chan	Family	4	109	149	37.7	1.00E-12	1	CL0030
DILT_0000946901-mRNA-1	Cestoda	Dibothriocephalus_latus	10	108	2	108	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	19	115	115	108.9	8.80E-35	1	CL0177
DILT_0000946901-mRNA-1	Cestoda	Dibothriocephalus_latus	124	398	122	398	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	176.9	1.30E-55	1	CL0030
DILT_0000964301-mRNA-1	Cestoda	Dibothriocephalus_latus	1	198	1	198	iGluR family	PF00060.29	Lig_chan	Family	75	149	149	73.1	1.30E-23	1	CL0030
DILT_0001222201-mRNA-1	Cestoda	Dibothriocephalus_latus	64	186	53	196	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	21	147	217	31.6	6.20E-11	1	No_clan
DILT_0001467401-mRNA-1	Cestoda	Dibothriocephalus_latus	1	34	1	35	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	81	114	115	34.2	1.40E-11	1	CL0177
DILT_0001467401-mRNA-1	Cestoda	Dibothriocephalus_latus	51	111	49	123	iGluR family	PF00060.29	Lig_chan	Family	3	60	149	54.3	7.90E-18	1	CL0030
DILT_0001622301-mRNA-1	Cestoda	Dibothriocephalus_latus	32	90	29	98	iGluR family	PF00060.29	Lig_chan	Family	4	63	149	20.1	2.70E-07	0	CL0030
DILT_0001892801-mRNA-1	Cestoda	Dibothriocephalus_latus	16	47	3	47	iGluR family	PF00060.29	Lig_chan	Family	118	149	149	17.6	1.60E-06	0	CL0030
DILT_0001975801-mRNA-1	Cestoda	Dibothriocephalus_latus	14	60	7	60	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	42	86	115	36.5	2.60E-12	1	CL0177
ECPE_0000041601-mRNA-1	Trematoda	Echinostoma_caproni	1	35	1	35	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	81	115	115	38.5	6.30E-13	1	CL0177
ECPE_0000041601-mRNA-1	Trematoda	Echinostoma_caproni	50	118	49	120	iGluR family	PF00060.29	Lig_chan	Family	2	67	149	59.5	1.90E-19	1	CL0030
ECPE_0000045401-mRNA-1	Trematoda	Echinostoma_caproni	3	114	1	122	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	24	139	217	25.8	3.70E-09	0	No_clan
ECPE_0000208001-mRNA-1	Trematoda	Echinostoma_caproni	552	799	550	800	iGluR family	PF00060.29	Lig_chan	Family	3	148	149	62.4	2.40E-20	1	CL0030
ECPE_0000233901-mRNA-1	Trematoda	Echinostoma_caproni	241	379	228	434	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	16	160	217	25.7	4.10E-09	0	No_clan
ECPE_0000233901-mRNA-1	Trematoda	Echinostoma_caproni	397	465	395	475	Cys-loop family	PF02932.19	Neur_chan_memb	Family	8	75	238	17.5	2.10E-06	0	No_clan
ECPE_0000237301-mRNA-1	Trematoda	Echinostoma_caproni	168	257	167	319	iGluR family	PF00060.29	Lig_chan	Family	2	92	149	40.4	1.50E-13	1	CL0030
ECPE_0000295201-mRNA-1	Trematoda	Echinostoma_caproni	465	545	459	550	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	7	88	115	45.6	3.90E-15	1	CL0177
ECPE_0000295201-mRNA-1	Trematoda	Echinostoma_caproni	572	608	567	611	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	76	112	115	21.8	9.50E-08	0	CL0177
ECPE_0000295201-mRNA-1	Trematoda	Echinostoma_caproni	627	807	624	1162	iGluR family	PF00060.29	Lig_chan	Family	4	117	149	51.1	7.80E-17	1	CL0030
ECPE_0000295201-mRNA-1	Trematoda	Echinostoma_caproni	1248	1358	1246	1359	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	114	115	55.8	2.70E-18	1	CL0177
ECPE_0000295201-mRNA-1	Trematoda	Echinostoma_caproni	1379	1637	1374	1703	iGluR family	PF00060.29	Lig_chan	Family	8	145	149	43.8	1.40E-14	1	CL0030
ECPE_0000303801-mRNA-1	Trematoda	Echinostoma_caproni	449	509	351	542	OTHER	PF06459.15	RR_TM4-6	Family	152	215	281	50.8	1.20E-16	1	No_clan
ECPE_0000312101-mRNA-1	Trematoda	Echinostoma_caproni	306	422	306	423	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	1	114	115	124.4	1.40E-39	1	CL0177
ECPE_0000312101-mRNA-1	Trematoda	Echinostoma_caproni	467	752	446	897	iGluR family	PF00060.29	Lig_chan	Family	58	117	149	83.1	1.10E-26	1	CL0030
ECPE_0000473701-mRNA-1	Trematoda	Echinostoma_caproni	402	498	395	500	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	10	113	115	76.1	1.40E-24	1	CL0177
ECPE_0000473801-mRNA-1	Trematoda	Echinostoma_caproni	107	211	105	213	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	114	115	54.1	9.40E-18	1	CL0177
ECPE_0000473801-mRNA-1	Trematoda	Echinostoma_caproni	228	351	226	397	iGluR family	PF00060.29	Lig_chan	Family	3	117	149	41.2	8.40E-14	1	CL0030
ECPE_0000521101-mRNA-1	Trematoda	Echinostoma_caproni	2	69	1	71	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	46	113	115	51	8.50E-17	1	CL0177
ECPE_0000521101-mRNA-1	Trematoda	Echinostoma_caproni	87	337	85	337	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	115.6	1.00E-36	1	CL0030
ECPE_0000592501-mRNA-1	Trematoda	Echinostoma_caproni	37	90	33	93	Cys-loop family	PF02932.19	Neur_chan_memb	Family	6	56	238	17.3	2.40E-06	0	No_clan
ECPE_0000672501-mRNA-1	Trematoda	Echinostoma_caproni	253	354	246	357	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	10	112	115	56.5	1.60E-18	1	CL0177
ECPE_0000672501-mRNA-1	Trematoda	Echinostoma_caproni	377	515	372	570	iGluR family	PF00060.29	Lig_chan	Family	8	117	149	49.6	2.20E-16	1	CL0030
ECPE_0000689801-mRNA-1	Trematoda	Echinostoma_caproni	134	227	131	243	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	5	99	115	51.8	4.80E-17	1	CL0177
ECPE_0000689801-mRNA-1	Trematoda	Echinostoma_caproni	262	523	259	525	iGluR family	PF00060.29	Lig_chan	Family	7	147	149	40	2.00E-13	1	CL0030
ECPE_0000789301-mRNA-1	Trematoda	Echinostoma_caproni	2	53	1	59	Cys-loop family	PF02932.19	Neur_chan_memb	Family	8	58	238	14.2	2.10E-05	0	No_clan
ECPE_0000923401-mRNA-1	Trematoda	Echinostoma_caproni	95	133	90	135	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	76	113	115	20.2	3.00E-07	0	CL0177
ECPE_0000923401-mRNA-1	Trematoda	Echinostoma_caproni	150	209	149	220	iGluR family	PF00060.29	Lig_chan	Family	2	60	149	22.9	3.70E-08	0	CL0030
ECPE_0001051601-mRNA-1	Trematoda	Echinostoma_caproni	38	140	32	142	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	10	113	115	84.6	3.10E-27	1	CL0177
ECPE_0001051601-mRNA-1	Trematoda	Echinostoma_caproni	156	216	155	219	iGluR family	PF00060.29	Lig_chan	Family	2	60	149	23.4	2.70E-08	0	CL0030
ECPE_0001139201-mRNA-1	Trematoda	Echinostoma_caproni	297	375	295	394	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	82	115	48.4	5.40E-16	1	CL0177
ECPE_0001139201-mRNA-1	Trematoda	Echinostoma_caproni	416	523	410	607	iGluR family	PF00060.29	Lig_chan	Family	9	116	149	46.2	2.50E-15	1	CL0030
ECPE_0001252201-mRNA-1	Trematoda	Echinostoma_caproni	2	34	1	35	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	82	114	115	12.6	6.90E-05	0	CL0177
ECPE_0001252201-mRNA-1	Trematoda	Echinostoma_caproni	50	311	48	314	iGluR family	PF00060.29	Lig_chan	Family	3	147	149	43.1	2.20E-14	1	CL0030
ECPE_0001366901-mRNA-1	Trematoda	Echinostoma_caproni	48	131	44	133	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	35	113	115	74.3	5.10E-24	1	CL0177
ECPE_0001366901-mRNA-1	Trematoda	Echinostoma_caproni	146	309	145	322	iGluR family	PF00060.29	Lig_chan	Family	2	113	149	94.6	3.00E-30	1	CL0030
ECPE_0001722101-mRNA-1	Trematoda	Echinostoma_caproni	13	132	3	132	iGluR family	PF00060.29	Lig_chan	Family	102	149	149	20.5	2.10E-07	0	CL0030
ECPE_0001740501-mRNA-1	Trematoda	Echinostoma_caproni	15	42	4	42	iGluR family	PF00060.29	Lig_chan	Family	119	149	149	13.3	3.30E-05	0	CL0030
EgrG_000645700	Cestoda	Echinococcus_granulosus	10	61	3	62	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	62	113	115	53.2	1.80E-17	1	CL0177
EgrG_000645700	Cestoda	Echinococcus_granulosus	96	384	95	384	iGluR family	PF00060.29	Lig_chan	Family	2	149	149	128.4	1.10E-40	1	CL0030
EgrG_000671000	Cestoda	Echinococcus_granulosus	402	492	391	496	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	20	111	115	82.4	1.60E-26	1	CL0177
EgrG_000671000	Cestoda	Echinococcus_granulosus	511	779	509	779	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	93	9.30E-30	1	CL0030
EgrG_000849400	Cestoda	Echinococcus_granulosus	518	781	516	781	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	66.2	1.70E-21	1	CL0030
EgrG_000975800	Cestoda	Echinococcus_granulosus	476	757	473	757	iGluR family	PF00060.29	Lig_chan	Family	4	149	149	54.8	5.70E-18	1	CL0030
EgrG_000993200	Cestoda	Echinococcus_granulosus	389	559	381	576	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	22	202	217	35.1	5.40E-12	1	No_clan
EgrG_000993200	Cestoda	Echinococcus_granulosus	589	660	587	672	Cys-loop family	PF02932.19	Neur_chan_memb	Family	7	77	238	15.2	1.00E-05	0	No_clan
EgrG_001048250.1	Cestoda	Echinococcus_granulosus	146	332	131	336	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	19	213	217	38.7	4.20E-13	1	No_clan
EgrG_001048250.1	Cestoda	Echinococcus_granulosus	350	420	347	430	Cys-loop family	PF02932.19	Neur_chan_memb	Family	8	77	238	13.7	2.90E-05	0	No_clan
EgrG_001065900	Cestoda	Echinococcus_granulosus	369	470	365	474	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	5	111	115	17.7	1.90E-06	0	CL0177
EgrG_001065900	Cestoda	Echinococcus_granulosus	491	591	489	605	iGluR family	PF00060.29	Lig_chan	Family	3	115	149	42.6	3.20E-14	1	CL0030
EgrG_001066000	Cestoda	Echinococcus_granulosus	382	483	378	487	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	5	111	115	21.2	1.50E-07	0	CL0177
EgrG_001066000	Cestoda	Echinococcus_granulosus	505	775	502	775	iGluR family	PF00060.29	Lig_chan	Family	4	149	149	45.8	3.40E-15	1	CL0030
EmuJ_000645700.1	Cestoda	Echinococcus_multilocularis	10	61	3	62	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	62	113	115	53.2	1.80E-17	1	CL0177
EmuJ_000645700.1	Cestoda	Echinococcus_multilocularis	96	384	95	384	iGluR family	PF00060.29	Lig_chan	Family	2	149	149	129.1	6.90E-41	1	CL0030
EmuJ_000849400.1	Cestoda	Echinococcus_multilocularis	399	505	397	508	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	112	115	14.9	1.30E-05	0	CL0177
EmuJ_000849400.1	Cestoda	Echinococcus_multilocularis	525	788	523	788	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	66.1	1.80E-21	1	CL0030
EmuJ_000975800.1	Cestoda	Echinococcus_multilocularis	476	757	473	757	iGluR family	PF00060.29	Lig_chan	Family	4	149	149	57.5	8.00E-19	1	CL0030
EmuJ_000993200.1	Cestoda	Echinococcus_multilocularis	387	559	379	576	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	20	202	217	35.6	3.80E-12	1	No_clan
EmuJ_000993200.1	Cestoda	Echinococcus_multilocularis	589	660	587	685	Cys-loop family	PF02932.19	Neur_chan_memb	Family	7	77	238	16.8	3.30E-06	0	No_clan
EmuJ_001048230.1	Cestoda	Echinococcus_multilocularis	2	162	1	164	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	47	215	217	25.9	3.40E-09	0	No_clan
EmuJ_001048230.1	Cestoda	Echinococcus_multilocularis	178	248	175	257	Cys-loop family	PF02932.19	Neur_chan_memb	Family	8	77	238	13.3	3.80E-05	0	No_clan
EmuJ_001065900.1	Cestoda	Echinococcus_multilocularis	374	470	365	474	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	10	111	115	16	6.20E-06	0	CL0177
EmuJ_001065900.1	Cestoda	Echinococcus_multilocularis	491	596	489	615	iGluR family	PF00060.29	Lig_chan	Family	3	120	149	43.4	1.70E-14	1	CL0030
EmuJ_001066000.1	Cestoda	Echinococcus_multilocularis	382	483	378	487	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	5	111	115	20.3	2.80E-07	0	CL0177
EmuJ_001066000.1	Cestoda	Echinococcus_multilocularis	505	775	502	775	iGluR family	PF00060.29	Lig_chan	Family	4	149	149	45.4	4.30E-15	1	CL0030
E_nip_trans_08002_m.41709	Polyopisthocotylea	Eudiplozoon_nipponicum	503	845	501	845	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	13.8	2.40E-05	0	CL0030
E_nip_trans_09773_m.60799	Polyopisthocotylea	Eudiplozoon_nipponicum	504	846	502	846	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	19.9	3.20E-07	0	CL0030
E_nip_trans_10778_m.71231	Polyopisthocotylea	Eudiplozoon_nipponicum	2	47	1	70	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	43	90	115	12.7	6.60E-05	0	CL0177
E_nip_trans_10778_m.71231	Polyopisthocotylea	Eudiplozoon_nipponicum	87	320	84	342	iGluR family	PF00060.29	Lig_chan	Family	8	126	149	39.3	3.20E-13	1	CL0030
E_nip_trans_35232_m.247532	Polyopisthocotylea	Eudiplozoon_nipponicum	1	213	1	213	iGluR family	PF00060.29	Lig_chan	Family	84	149	149	31.4	9.10E-11	1	CL0030
E_nip_trans_43665_m.304955	Polyopisthocotylea	Eudiplozoon_nipponicum	401	472	399	475	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	74	115	33.8	1.90E-11	1	CL0177
Eoli_000618700.t1	Cestoda	Echinococcus_oligarthrus	1	73	1	77	iGluR family	PF00060.29	Lig_chan	Family	4	73	149	62.2	2.80E-20	1	CL0030
Eoli_000618700.t1	Cestoda	Echinococcus_oligarthrus	119	167	87	167	iGluR family	PF00060.29	Lig_chan	Family	116	149	149	16.9	2.60E-06	0	CL0030
EWB00_000903	Trematoda	Schistosoma_japonicum	433	545	433	546	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	1	114	115	88.7	1.70E-28	1	CL0177
EWB00_000903	Trematoda	Schistosoma_japonicum	560	823	559	827	iGluR family	PF00060.29	Lig_chan	Family	2	146	149	78.3	3.20E-25	1	CL0030
EWB00_000994	Trematoda	Schistosoma_japonicum	88	159	85	163	Cys-loop family	PF02932.19	Neur_chan_memb	Family	7	77	238	19.1	6.80E-07	0	No_clan
EWB00_001803	Trematoda	Schistosoma_japonicum	228	418	216	420	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	16	215	217	37.8	8.10E-13	1	No_clan
EWB00_001803	Trematoda	Schistosoma_japonicum	433	537	431	558	Cys-loop family	PF02932.19	Neur_chan_memb	Family	7	114	238	23.2	3.80E-08	0	No_clan
EWB00_002121.2	Trematoda	Schistosoma_japonicum	163	342	162	449	iGluR family	PF00060.29	Lig_chan	Family	2	117	149	35.6	4.70E-12	1	CL0030
EWB00_005770	Trematoda	Schistosoma_japonicum	458	567	457	570	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	112	115	94.5	2.80E-30	1	CL0177
EWB00_005770	Trematoda	Schistosoma_japonicum	585	641	583	645	iGluR family	PF00060.29	Lig_chan	Family	3	60	149	24.9	9.30E-09	0	CL0030
EWB00_005770	Trematoda	Schistosoma_japonicum	642	674	637	719	iGluR family	PF00060.29	Lig_chan	Family	84	116	149	16.1	4.60E-06	0	CL0030
EWB00_006065	Trematoda	Schistosoma_japonicum	230	338	221	339	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	9	114	115	113.9	2.60E-36	1	CL0177
EWB00_006065	Trematoda	Schistosoma_japonicum	351	627	351	627	iGluR family	PF00060.29	Lig_chan	Family	1	149	149	160.1	2.00E-50	1	CL0030
EWB00_009408	Trematoda	Schistosoma_japonicum	741	821	713	826	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	28	110	115	76.6	9.50E-25	1	CL0177
EWB00_009408	Trematoda	Schistosoma_japonicum	841	1109	839	1109	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	102.8	9.00E-33	1	CL0030
EWB00_009623	Trematoda	Schistosoma_japonicum	288	392	287	395	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	112	115	77.8	4.10E-25	1	CL0177
EWB00_009623	Trematoda	Schistosoma_japonicum	410	706	409	706	iGluR family	PF00060.29	Lig_chan	Family	2	149	149	106.4	7.10E-34	1	CL0030
FBUS_00558	Trematoda	Fasciolopsis_buski	232	422	219	424	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	16	215	217	34.4	8.60E-12	1	No_clan
FBUS_00558	Trematoda	Fasciolopsis_buski	437	506	435	556	Cys-loop family	PF02932.19	Neur_chan_memb	Family	7	75	238	20.3	2.80E-07	0	No_clan
FBUS_00785	Trematoda	Fasciolopsis_buski	5	173	1	201	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	35	186	217	19.1	4.10E-07	0	No_clan
FBUS_00785	Trematoda	Fasciolopsis_buski	216	289	213	292	Cys-loop family	PF02932.19	Neur_chan_memb	Family	6	76	238	15.2	1.10E-05	0	No_clan
FBUS_00950	Trematoda	Fasciolopsis_buski	63	172	61	174	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	113	115	51.6	5.60E-17	1	CL0177
FBUS_00950	Trematoda	Fasciolopsis_buski	192	397	188	459	iGluR family	PF00060.29	Lig_chan	Family	6	125	149	50.1	1.50E-16	1	CL0030
FBUS_01623	Trematoda	Fasciolopsis_buski	244	399	232	424	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	20	180	217	29.4	3.00E-10	1	No_clan
FBUS_01623	Trematoda	Fasciolopsis_buski	396	467	395	621	Cys-loop family	PF02932.19	Neur_chan_memb	Family	7	78	238	15	1.20E-05	0	No_clan
FBUS_02209	Trematoda	Fasciolopsis_buski	29	265	27	294	iGluR family	PF00060.29	Lig_chan	Family	4	117	149	54.1	9.20E-18	1	CL0030
FBUS_02512	Trematoda	Fasciolopsis_buski	378	422	347	423	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	71	114	115	17.4	2.20E-06	0	CL0177
FBUS_02512	Trematoda	Fasciolopsis_buski	439	554	437	586	iGluR family	PF00060.29	Lig_chan	Family	3	116	149	37.8	9.70E-13	1	CL0030
FBUS_02513	Trematoda	Fasciolopsis_buski	347	448	342	449	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	6	114	115	52.9	2.20E-17	1	CL0177
FBUS_02513	Trematoda	Fasciolopsis_buski	464	758	463	758	iGluR family	PF00060.29	Lig_chan	Family	2	149	149	45.6	3.70E-15	1	CL0030
FBUS_02514	Trematoda	Fasciolopsis_buski	419	523	418	525	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	113	115	73.3	1.00E-23	1	CL0177
FBUS_02514	Trematoda	Fasciolopsis_buski	541	836	539	836	iGluR family	PF00060.29	Lig_chan	Family	3	149	149	115.2	1.40E-36	1	CL0030
FBUS_03615	Trematoda	Fasciolopsis_buski	273	384	272	385	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	114	115	75.9	1.50E-24	1	CL0177
FBUS_03615	Trematoda	Fasciolopsis_buski	400	666	398	668	iGluR family	PF00060.29	Lig_chan	Family	3	147	149	60.1	1.30E-19	1	CL0030
FBUS_03768	Trematoda	Fasciolopsis_buski	3	103	1	109	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	8	109	115	53.1	1.90E-17	1	CL0177
FBUS_03768	Trematoda	Fasciolopsis_buski	130	411	126	412	iGluR family	PF00060.29	Lig_chan	Family	9	148	149	44.3	9.40E-15	1	CL0030
FBUS_04006	Trematoda	Fasciolopsis_buski	489	605	489	606	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	1	114	115	127.1	2.00E-40	1	CL0177
FBUS_04006	Trematoda	Fasciolopsis_buski	619	894	618	894	iGluR family	PF00060.29	Lig_chan	Family	2	149	149	164	1.20E-51	1	CL0030
FBUS_05118	Trematoda	Fasciolopsis_buski	444	540	442	555	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	100	115	58.6	3.70E-19	1	CL0177
FBUS_05118	Trematoda	Fasciolopsis_buski	575	835	570	839	iGluR family	PF00060.29	Lig_chan	Family	7	147	149	40	2.10E-13	1	CL0030
FBUS_05120	Trematoda	Fasciolopsis_buski	181	285	174	287	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	8	113	115	75.8	1.70E-24	1	CL0177
