Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Protein families	Subcellular location [CC]	Pfam	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A1I8HR46	unreviewed	A0A1I8HR46_9PLAT	PBPe domain-containing protein		Macrostomum lignano	1170			PF00060;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A1I8HYA7	unreviewed	A0A1I8HYA7_9PLAT	Neur_chan_LBD domain-containing protein		Macrostomum lignano	256	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A1I8I3K3	unreviewed	A0A1I8I3K3_9PLAT	PBPe domain-containing protein		Macrostomum lignano	394			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A1I8IAE1	unreviewed	A0A1I8IAE1_9PLAT	Amiloride-sensitive sodium channel		Macrostomum lignano	513	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A1I8IC78	unreviewed	A0A1I8IC78_9PLAT	WD_REPEATS_REGION domain-containing protein		Macrostomum lignano	1692	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A1I8IIE8	unreviewed	A0A1I8IIE8_9PLAT	RRM domain-containing protein		Macrostomum lignano	1186	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;PF15998;PF00076;		integral component of membrane [GO:0016021]	RNA binding [GO:0003723]; sodium channel activity [GO:0005272]	GO:0003723; GO:0005272; GO:0016021
A0A1I8ISH3	unreviewed	A0A1I8ISH3_9PLAT	Lig_chan-Glu_bd domain-containing protein		Macrostomum lignano	1242		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A1I8IT13	unreviewed	A0A1I8IT13_9PLAT	Amiloride-sensitive sodium channel		Macrostomum lignano	587	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A1I8IVV4	unreviewed	A0A1I8IVV4_9PLAT	Neur_chan_LBD domain-containing protein		Macrostomum lignano	375	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A1I8IX63	unreviewed	A0A1I8IX63_9PLAT	GRIK4 protein		Macrostomum lignano	365		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A1I8IYQ8	unreviewed	A0A1I8IYQ8_9PLAT	PBPe domain-containing protein		Macrostomum lignano	245			PF00060;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]; signaling receptor activity [GO:0038023]	GO:0015276; GO:0016021; GO:0038023
A0A1I8J047	unreviewed	A0A1I8J047_9PLAT	PBPe domain-containing protein		Macrostomum lignano	422		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A1I8J0N4	unreviewed	A0A1I8J0N4_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig007166g1 BOX15_Mlig007166g3 BOX15_Mlig007166g4	Macrostomum lignano	606	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A1I8J0R4	unreviewed	A0A1I8J0R4_9PLAT	PBPe domain-containing protein		Macrostomum lignano	847		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF01094;PF00060;PF10613;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016021; GO:0045211; GO:0070161
A0A1I8J1L9	unreviewed	A0A1I8J1L9_9PLAT	PBPe domain-containing protein		Macrostomum lignano	388		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A1I8J2R4	unreviewed	A0A1I8J2R4_9PLAT	Amiloride sensitive cation channel	BOX15_Mlig033047g1	Macrostomum lignano	489	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A1I8J7S3	unreviewed	A0A1I8J7S3_9PLAT	Acid-sensing ion channel 1		Macrostomum lignano	603	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A1I8JI59	unreviewed	A0A1I8JI59_9PLAT	S1 motif domain-containing protein		Macrostomum lignano	1162		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A1I8JL89	unreviewed	A0A1I8JL89_9PLAT	Cadherin domain-containing protein		Macrostomum lignano	149					integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A1S3J4K3	unreviewed	A0A1S3J4K3_LINUN	uncharacterized protein LOC106170158	LOC106170158	Lingula unguis	967	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A1S6KMH1	unreviewed	A0A1S6KMH1_SCHMD	Glutamate receptor		Schmidtea mediterranea (Freshwater planarian flatworm)	930		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A1S6KMI4	unreviewed	A0A1S6KMI4_SCHMD	Uncharacterized protein		Schmidtea mediterranea (Freshwater planarian flatworm)	358	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A1S8WJJ9	unreviewed	A0A1S8WJJ9_9TREM	Neurotransmitter-gated ion-channel transmembrane region	X801_09776	Opisthorchis viverrini	366			PF02932;		integral component of membrane [GO:0016021]	ion channel activity [GO:0005216]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005216; GO:0016021
A0A1S8WR03	unreviewed	A0A1S8WR03_9TREM	Neur_chan_memb domain-containing protein	X801_07285	Opisthorchis viverrini	293			PF02932;	ion transport [GO:0006811]	integral component of membrane [GO:0016021]		GO:0006811; GO:0016021
A0A210Q7T0	unreviewed	A0A210Q7T0_MIZYE	"Glutamate receptor ionotropic, NMDA 3A"	KP79_PYT07996	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	1203		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF01094;PF00060;PF10613;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016021; GO:0045211; GO:0070161
A0A267DD37	unreviewed	A0A267DD37_9PLAT	Neur_chan_LBD domain-containing protein	BOX15_Mlig009716g1	Macrostomum lignano	311	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A267DD42	unreviewed	A0A267DD42_9PLAT	WSC domain-containing protein	BOX15_Mlig026586g1	Macrostomum lignano	1091	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;PF01822;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267DFK0	unreviewed	A0A267DFK0_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig021913g2	Macrostomum lignano	581	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267DG69	unreviewed	A0A267DG69_9PLAT	Lig_chan-Glu_bd domain-containing protein	BOX15_Mlig009170g2	Macrostomum lignano	881		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A267DPK4	unreviewed	A0A267DPK4_9PLAT	Neur_chan_memb domain-containing protein	BOX15_Mlig006140g2	Macrostomum lignano	129		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A267DPY9	unreviewed	A0A267DPY9_9PLAT	Lig_chan-Glu_bd domain-containing protein	BOX15_Mlig005297g4	Macrostomum lignano	671		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A267DQX5	unreviewed	A0A267DQX5_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig012953g1 BOX15_Mlig012953g3	Macrostomum lignano	558	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267DUE3	unreviewed	A0A267DUE3_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig022931g1 BOX15_Mlig022931g2	Macrostomum lignano	615	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267DY23	unreviewed	A0A267DY23_9PLAT	Neuronal acetylcholine receptor subunit alpha-7	BOX15_Mlig026469g1	Macrostomum lignano	414		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A267DZL2	unreviewed	A0A267DZL2_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig017198g1 BOX15_Mlig017198g2	Macrostomum lignano	651	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267DZS2	unreviewed	A0A267DZS2_9PLAT	DUF1553 domain-containing protein	BOX15_Mlig031609g1	Macrostomum lignano	704	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267E067	unreviewed	A0A267E067_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig032482g1	Macrostomum lignano	610	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267E1H3	unreviewed	A0A267E1H3_9PLAT	PBPe domain-containing protein	BOX15_Mlig000643g1	Macrostomum lignano	441			PF00060;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A267E3E4	unreviewed	A0A267E3E4_9PLAT	Mab-21 domain-containing protein	BOX15_Mlig000966g1 BOX15_Mlig000966g3	Macrostomum lignano	597	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267E4J1	unreviewed	A0A267E4J1_9PLAT	DUF1619 domain-containing protein	BOX15_Mlig033810g1	Macrostomum lignano	662	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EAB3	unreviewed	A0A267EAB3_9PLAT	Lig_chan-Glu_bd domain-containing protein	BOX15_Mlig031664g1	Macrostomum lignano	277		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF10613;		integral component of membrane [GO:0016021]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016021
A0A267EAF9	unreviewed	A0A267EAF9_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig011397g1 BOX15_Mlig011397g2	Macrostomum lignano	645	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267ECD9	unreviewed	A0A267ECD9_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig024322g2	Macrostomum lignano	326	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267ECQ9	unreviewed	A0A267ECQ9_9PLAT	Degenerin-like protein unc-105	BOX15_Mlig026396g1	Macrostomum lignano	370	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EK74	unreviewed	A0A267EK74_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig028639g1	Macrostomum lignano	587	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EL21	unreviewed	A0A267EL21_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig010186g1	Macrostomum lignano	622	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EP12	unreviewed	A0A267EP12_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig009517g1	Macrostomum lignano	767	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EP27	unreviewed	A0A267EP27_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig015385g2	Macrostomum lignano	657	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EQY0	unreviewed	A0A267EQY0_9PLAT	Amiloride-sensitive sodium channel subunit alpha	BOX15_Mlig025217g1	Macrostomum lignano	601	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267ESF4	unreviewed	A0A267ESF4_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig013241g1	Macrostomum lignano	666	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EUD8	unreviewed	A0A267EUD8_9PLAT	PBPe domain-containing protein	BOX15_Mlig012309g1	Macrostomum lignano	870		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A267EV19	unreviewed	A0A267EV19_9PLAT	Glutamate receptor	BOX15_Mlig016426g1	Macrostomum lignano	830		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A267EV34	unreviewed	A0A267EV34_9PLAT	Neur_chan_LBD domain-containing protein	BOX15_Mlig003611g1	Macrostomum lignano	405		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A267EVJ3	unreviewed	A0A267EVJ3_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig018669g1	Macrostomum lignano	687	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EYJ9	unreviewed	A0A267EYJ9_9PLAT	Acid-sensing ion channel 1	BOX15_Mlig005363g2	Macrostomum lignano	629	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267EZH7	unreviewed	A0A267EZH7_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig010245g2	Macrostomum lignano	600	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267F1U0	unreviewed	A0A267F1U0_9PLAT	Uncharacterized protein	BOX15_Mlig013326g1	Macrostomum lignano	138	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267F1U6	unreviewed	A0A267F1U6_9PLAT	Amiloride-sensitive sodium channel subunit alpha	BOX15_Mlig031795g1	Macrostomum lignano	596	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267F1V4	unreviewed	A0A267F1V4_9PLAT	Amiloride-sensitive sodium channel subunit alpha	BOX15_Mlig031795g2 BOX15_Mlig031795g3	Macrostomum lignano	596	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267F391	unreviewed	A0A267F391_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig006075g1	Macrostomum lignano	688	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267F3Q6	unreviewed	A0A267F3Q6_9PLAT	PLD phosphodiesterase domain-containing protein	BOX15_Mlig015771g1	Macrostomum lignano	911		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
