"ID"	"Match_Metazoa_evalue"	"Match_Protostomia_evalue"	"Match_Spiralia_evalue"	"Match_Lophotrochozoa_evalue"	"Match_Platyhelminthes_evalue"	"Match_Neodermata_evalue"	"Class"	"Species"	"hmm.acc"	"hmm.name"	"bit.score"	"E.value"	"Entry"	"Reviewed"	"Entry.Name"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Protein.families"	"Subcellular.location..CC."	"Pfam"	"Gene.Ontology..biological.process."	"Gene.Ontology..cellular.component."	"Gene.Ontology..molecular.function."	"Gene.Ontology.IDs"	"LGIC.Family"	"Class.LGIC"
"FGIG_09057"	2.61e-13	1.74e-13	1.16e-12	9.04e-12	2.5e-16	7.5e-23	"Trematoda"	"Fasciola_gigantica"	"PF00060.29"	"Lig_chan"	34.7	8.9e-12	"A0A504YLH1"	"unreviewed"	"A0A504YLH1_FASGI"	"PBPe domain-containing protein"	"FGIG_09057"	"Fasciola gigantica (Giant liver fluke)"	418	""	""	"PF00060;PF00497;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Trematoda-iGluR family"
"FGIG_10124"	1.66e-39	8.37e-06	8.07e-69	2.03e-98	3.29e-126	2.94e-133	"Trematoda"	"Fasciola_gigantica"	"PF02932.19"	"Neur_chan_memb"	18.1	1.3e-06	"A0A504YJA0"	"unreviewed"	"A0A504YJA0_FASGI"	"Gamma-aminobutyric acid receptor subunit gamma-2"	"FGIG_10124"	"Fasciola gigantica (Giant liver fluke)"	484	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	""	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"FGIG_10773"	1.82e-36	3.62e-47	4.53e-32	1.92e-54	5.08e-68	4.06e-62	"Trematoda"	"Fasciola_gigantica"	"PF10613.12"	"Lig_chan-Glu_bd"	75.2	2.5e-24	"A0A504XDQ1"	"unreviewed"	"A0A504XDQ1_FASGI"	"Glutamate receptor"	"FGIG_10773"	"Fasciola gigantica (Giant liver fluke)"	557	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Trematoda-iGluR family"
"FGIG_10984"	2.88e-15	8.6e-21	1.59e-10	1.67e-21	1.54e-26	3.7e-16	"Trematoda"	"Fasciola_gigantica"	"PF10613.12"	"Lig_chan-Glu_bd"	69.2	1.9e-22	"A0A504YYS8"	"unreviewed"	"A0A504YYS8_FASGI"	"Glutamate receptor ionotropic kainate 4"	"FGIG_10984"	"Fasciola gigantica (Giant liver fluke)"	147	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF10613;"	""	"membrane [GO:0016020]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0016020"	"iGluR family"	"Trematoda-iGluR family"
"Gbulla1a001266T1"	2.34e-22	NA	3.03e-41	5.51e-52	2.2e-73	3.78e-129	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF02931.26"	"Neur_chan_LBD"	12.5	4.5e-05	"A0A5K4FCR6"	"unreviewed"	"A0A5K4FCR6_SCHMA"	"Neur_chan_LBD domain-containing protein"	""	"Schistosoma mansoni (Blood fluke)"	666	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	""	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Monopisthocotylea-Cys-loop family"
"Gbulla1a002141T2"	8.3e-11	6.14e-15	1.81e-18	1.06e-13	3.49e-15	2.29e-24	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF10613.12"	"Lig_chan-Glu_bd"	22.8	4.7e-08	"A0A5K3EXB0"	"unreviewed"	"A0A5K3EXB0_MESCO"	"PBPe domain-containing protein"	""	"Mesocestoides corti (Flatworm)"	803	""	""	"PF00060;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"Gbulla1a002141T4"	1.06e-15	9.03e-19	6e-22	3.07e-19	3.16e-20	3.21e-28	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF10613.12"	"Lig_chan-Glu_bd"	22.6	5.6e-08	"A0A5K3EXB0"	"unreviewed"	"A0A5K3EXB0_MESCO"	"PBPe domain-containing protein"	""	"Mesocestoides corti (Flatworm)"	803	""	""	"PF00060;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"Gbulla1a002423T1"	NA	NA	NA	NA	NA	2.45e-05	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF00060.29"	"Lig_chan"	11.9	9.1e-05	"A0A7M3QG77"	"unreviewed"	"A0A7M3QG77_SPIER"	"Hypothetical protein"	"SERJ2_LOCUS9039"	"Spirometra erinaceieuropaei (Tapeworm) (Spirometra erinacei)"	816	""	""	"PF00060;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"Gbulla1a003271T6"	3.26e-48	1.38e-09	3.3e-93	1.16e-145	3.21e-174	2.98e-183	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF02931.26"	"Neur_chan_LBD"	37.8	7.7e-13	"A0A4S2LQ23"	"unreviewed"	"A0A4S2LQ23_OPIFE"	"Neur_chan_LBD domain-containing protein"	"CRM22_007218"	"Opisthorchis felineus"	648	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Monopisthocotylea-Cys-loop family"
"Gbulla1a003904T2"	1.33e-43	5.63e-10	3.73e-80	5.98e-123	5.02e-199	6.45e-182	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF02931.26"	"Neur_chan_LBD"	30.4	1.4e-10	"A0A654H7C1"	"unreviewed"	"A0A654H7C1_9CEST"	"Neur_chan_LBD domain-containing protein"	"SPRV2_LOCUS9438"	"Sparganum proliferum"	401	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Monopisthocotylea-Cys-loop family"
"Gbulla1a005242T1"	2.79e-43	1.66e-46	5.71e-43	5.96e-62	8.73e-102	2.2e-63	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF10613.12"	"Lig_chan-Glu_bd"	68.5	3.2e-22	"A0A267E8N4"	"unreviewed"	"A0A267E8N4_9PLAT"	"Glutamate receptor"	"BOX15_Mlig020788g2"	"Macrostomum lignano"	787	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"Gbulla1a005242T2"	2.98e-45	1.71e-47	9.6e-46	4.7e-64	1.08e-107	9.43e-83	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF10613.12"	"Lig_chan-Glu_bd"	72.8	1.4e-23	"A0A6A5D3Z1"	"unreviewed"	"A0A6A5D3Z1_SCHHA"	"Putative glutamate receptor, AMPA"	"MS3_0013394"	"Schistosoma haematobium (Blood fluke)"	945	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"Gbulla1a005258T2"	5.9e-45	3.22e-48	3.72e-42	1.34e-67	1.14e-109	1.87e-74	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF10613.12"	"Lig_chan-Glu_bd"	76.6	9.7e-25	"A0A267E8N4"	"unreviewed"	"A0A267E8N4_9PLAT"	"Glutamate receptor"	"BOX15_Mlig020788g2"	"Macrostomum lignano"	787	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"Gbulla1a009554T1"	4.4e-86	1.05e-86	3.42e-80	6.07e-90	1.16e-145	6.93e-184	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF10613.12"	"Lig_chan-Glu_bd"	34.2	1.4e-11	"A0A4S2M9Q7"	"unreviewed"	"A0A4S2M9Q7_OPIFE"	"Glutamate receptor ionotropic, delta-2"	"CRM22_001648"	"Opisthorchis felineus"	986	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"Gbulla1a009849T1"	1.61e-26	6.86e-39	2.53e-27	1.05e-45	1.28e-58	1.8e-72	"Monopisthocotylea"	"Gyrodactylus_bullatarudis"	"PF10613.12"	"Lig_chan-Glu_bd"	43.9	1.3e-14	"A0A5K4FC74"	"unreviewed"	"A0A5K4FC74_SCHMA"	"Guanylate cyclase"	""	"Schistosoma mansoni (Blood fluke)"	960	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"genemark-scf7180006947446-processed-gene-0.4-mRNA-1"	5.67e-26	7e-47	2.69e-28	1.36e-51	3.1e-81	3.41e-81	"Monopisthocotylea"	"Gyrodactylus_salaris"	"PF00060.29"	"Lig_chan"	91.2	3.4e-29	"A0A4E0RM17"	"unreviewed"	"A0A4E0RM17_FASHE"	"Glutamate receptor 4"	"D915_000647"	"Fasciola hepatica (Liver fluke)"	933	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"genemark-scf7180006949156-processed-gene-0.2-mRNA-1"	1.01e-132	1.78e-139	1.94e-131	1.19e-147	4.55e-169	3.12e-184	"Monopisthocotylea"	"Gyrodactylus_salaris"	"PF10613.12"	"Lig_chan-Glu_bd"	116.1	5.5e-37	"A0A0X3PZV9"	"unreviewed"	"A0A0X3PZV9_SCHSO"	"Glutamate receptor ionotropic, kainate 2"	"GRIK2 TR123667"	"Schistocephalus solidus (Tapeworm)"	732	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"genemark-scf7180006950468-processed-gene-0.4-mRNA-1"	4.56e-99	1.91e-103	4.69e-101	3.51e-109	1.43e-149	8e-161	"Monopisthocotylea"	"Gyrodactylus_salaris"	"PF10613.12"	"Lig_chan-Glu_bd"	43.1	2.4e-14	"A0A419PDV5"	"unreviewed"	"A0A419PDV5_CLOSI"	"Glutamate receptor ionotropic"	"GRIK3 CSKR_8891s"	"Clonorchis sinensis (Chinese liver fluke)"	545	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Monopisthocotylea-iGluR family"
"GW922465.1.p1"	3.58e-25	6.08e-05	6.79e-47	1.06e-58	5.77e-87	1.43e-135	"Monopisthocotylea"	"Neobenedenia_melleni"	"PF02932.19"	"Neur_chan_memb"	15.6	7.9e-06	"A0A5K4FCR6"	"unreviewed"	"A0A5K4FCR6_SCHMA"	"Neur_chan_LBD domain-containing protein"	""	"Schistosoma mansoni (Blood fluke)"	666	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	""	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Monopisthocotylea-Cys-loop family"
"HDID_0000241501-mRNA-1"	NA	NA	NA	NA	0.000774	NA	"Cestoda"	"Hymenolepis_diminuta"	"PF00060.29"	"Lig_chan"	13.4	3.3e-05	"A0A0R3SCS9"	"unreviewed"	"A0A0R3SCS9_HYMDI"	"PBPe domain-containing protein"	""	"Hymenolepis diminuta (Rat tapeworm)"	493	""	""	""	""	"integral component of membrane [GO:0016021]"	""	"GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000455201-mRNA-1"	2.15e-30	8.29e-27	5.7e-25	4.42e-32	1.15e-42	2.33e-57	"Cestoda"	"Hymenolepis_diminuta"	"PF00060.29"	"Lig_chan"	18	1.2e-06	"A0A0R3SHY7"	"unreviewed"	"A0A0R3SHY7_HYMDI"	"PBPe domain-containing protein"	"HDID_LOCUS4550"	"Hymenolepis diminuta (Rat tapeworm)"	338	""	""	""	""	"integral component of membrane [GO:0016021]"	""	"GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000596501-mRNA-1"	NA	NA	NA	0.000921	3.26e-10	NA	"Cestoda"	"Hymenolepis_diminuta"	"PF00060.29"	"Lig_chan"	11.5	0.00012	"A0A0R3SM00"	"unreviewed"	"A0A0R3SM00_HYMDI"	"Ionotropic receptor"	"HDID_LOCUS5963"	"Hymenolepis diminuta (Rat tapeworm)"	140	""	""	""	""	"integral component of membrane [GO:0016021]"	""	"GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000625001-mRNA-1"	NA	NA	NA	NA	NA	NA	"Cestoda"	"Hymenolepis_diminuta"	"PF00060.29"	"Lig_chan"	11.9	9.3e-05	"A0A0R3SMT5"	"unreviewed"	"A0A0R3SMT5_HYMDI"	"Uncharacterized protein"	"HDID_LOCUS6248"	"Hymenolepis diminuta (Rat tapeworm)"	114	""	""	""	""	"integral component of membrane [GO:0016021]"	""	"GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000719201-mRNA-1"	2.45e-66	1.7e-63	1.77e-68	2.22e-66	4.18e-86	1.37e-82	"Cestoda"	"Hymenolepis_diminuta"	"PF10613.12"	"Lig_chan-Glu_bd"	81.6	2.7e-26	"A0A0R3SQ64"	"unreviewed"	"A0A0R3SQ64_HYMDI"	"Glutamate receptor"	"HDID_LOCUS7190"	"Hymenolepis diminuta (Rat tapeworm)"	244	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000719401-mRNA-1"	2.38e-56	4.87e-65	2.91e-67	9.88e-67	2.22e-82	6.03e-80	"Cestoda"	"Hymenolepis_diminuta"	"PF00060.29"	"Lig_chan"	13.5	3e-05	"A0A0R3SQ66"	"unreviewed"	"A0A0R3SQ66_HYMDI"	"PBPe domain-containing protein"	"HDID_LOCUS7192"	"Hymenolepis diminuta (Rat tapeworm)"	291	""	""	"PF00497;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000778201-mRNA-1"	1.46e-23	1.94e-22	1.1e-24	9.88e-25	4.83e-43	8.68e-34	"Cestoda"	"Hymenolepis_diminuta"	"PF10613.12"	"Lig_chan-Glu_bd"	33.8	1.8e-11	"A0A158QEQ7"	"unreviewed"	"A0A158QEQ7_HYMDI"	"PBPe domain-containing protein"	"HDID_LOCUS7780"	"Hymenolepis diminuta (Rat tapeworm)"	1139	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000878501-mRNA-1"	1.46e-17	6.5e-14	1.21e-13	1.76e-19	1.26e-43	3.07e-34	"Cestoda"	"Hymenolepis_diminuta"	"PF10613.12"	"Lig_chan-Glu_bd"	15.5	8.6e-06	"A0A158QFF3"	"unreviewed"	"A0A158QFF3_HYMDI"	"PBPe domain-containing protein"	"HDID_LOCUS8783"	"Hymenolepis diminuta (Rat tapeworm)"	944	""	""	"PF00060;PF00497;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000909201-mRNA-1"	5.7e-10	4.56e-18	1.46e-18	1.76e-16	2.44e-36	2.9e-26	"Cestoda"	"Hymenolepis_diminuta"	"PF00060.29"	"Lig_chan"	58.1	5.3e-19	"A0A158QFM2"	"unreviewed"	"A0A158QFM2_HYMDI"	"PBPe domain-containing protein"	"HDID_LOCUS9090"	"Hymenolepis diminuta (Rat tapeworm)"	350	""	""	"PF00060;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0000966101-mRNA-1"	9.64e-53	1.97e-68	1.12e-59	3e-79	3.64e-93	4.55e-102	"Cestoda"	"Hymenolepis_diminuta"	"PF00060.29"	"Lig_chan"	48.7	4.2e-16	"A0A0R3SVP4"	"unreviewed"	"A0A0R3SVP4_HYMDI"	"PBPe domain-containing protein"	"HDID_LOCUS9659"	"Hymenolepis diminuta (Rat tapeworm)"	190	""	""	"PF00060;PF00497;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HDID_0001026701-mRNA-1"	2.54e-30	NA	1.03e-62	7.18e-94	4.7e-104	6.45e-124	"Cestoda"	"Hymenolepis_diminuta"	"PF02931.26"	"Neur_chan_LBD"	32.4	3.4e-11	"A0A0R3SX23"	"unreviewed"	"A0A0R3SX23_HYMDI"	"Neur_chan_LBD domain-containing protein"	"HDID_LOCUS10265"	"Hymenolepis diminuta (Rat tapeworm)"	437	""	""	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Cestoda-Cys-loop family"
"HmN_000380500.1"	6.99e-148	1.27e-151	2.11e-158	7.05e-160	6.32e-196	1.16e-189	"Cestoda"	"Hymenolepis_microstoma"	"PF10613.12"	"Lig_chan-Glu_bd"	80.2	7.3e-26	"A0A068WJM2"	"unreviewed"	"A0A068WJM2_ECHGR"	"Nmda type glutamate receptor"	"EgrG_000645700"	"Echinococcus granulosus (Hydatid tapeworm)"	522	""	""	"PF00060;PF00497;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]; signaling receptor activity [GO:0038023]"	"GO:0015276; GO:0016021; GO:0038023"	"iGluR family"	"Cestoda-iGluR family"
"HmN_000486200"	8.39e-45	2.32e-07	6.69e-95	2.38e-136	5.69e-162	4.87e-167	"Cestoda"	"Hymenolepis_microstoma"	"PF02931.26"	"Neur_chan_LBD"	35	5.6e-12	"A0A0R3T3H0"	"unreviewed"	"A0A0R3T3H0_RODNA"	"Neur_chan_LBD domain-containing protein"	"HNAJ_LOCUS1551"	"Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)"	661	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	""	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Cestoda-Cys-loop family"
"HmN_000841800"	1.18e-20	1.03e-21	1.1e-18	2.53e-24	3.26e-50	3.57e-38	"Cestoda"	"Hymenolepis_microstoma"	"PF10613.12"	"Lig_chan-Glu_bd"	12	0.00011	"A0A0R3TQV1"	"unreviewed"	"A0A0R3TQV1_RODNA"	"PBPe domain-containing protein"	"HNAJ_LOCUS9927"	"Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)"	764	""	""	"PF00060;PF00497;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]; signaling receptor activity [GO:0038023]"	"GO:0015276; GO:0016021; GO:0038023"	"iGluR family"	"Cestoda-iGluR family"
"HmN_002117600"	1.16e-47	9.69e-28	3.38e-94	3.15e-131	3.29e-153	1.52e-166	"Cestoda"	"Hymenolepis_microstoma"	"PF02931.26"	"Neur_chan_LBD"	45	4.9e-15	"A0A068WC98"	"unreviewed"	"A0A068WC98_ECHGR"	"Gamma aminobutyric acid receptor subunit"	"EgrG_001048250.1"	"Echinococcus granulosus (Hydatid tapeworm)"	639	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Cestoda-Cys-loop family"
"HmN_003033740.2"	2.05e-20	9.93e-20	4.87e-22	7.4e-22	1.03e-44	1.04e-31	"Cestoda"	"Hymenolepis_microstoma"	"PF10613.12"	"Lig_chan-Glu_bd"	21.1	1.6e-07	"A0A158QEQ7"	"unreviewed"	"A0A158QEQ7_HYMDI"	"PBPe domain-containing protein"	"HDID_LOCUS7780"	"Hymenolepis diminuta (Rat tapeworm)"	1139	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886"	"iGluR family"	"Cestoda-iGluR family"
"HmN_003033750"	2.97e-23	8.7e-27	2.45e-25	1.6e-25	1.21e-44	9.3e-47	"Cestoda"	"Hymenolepis_microstoma"	"PF10613.12"	"Lig_chan-Glu_bd"	34.7	9.7e-12	"A0A564YRM5"	"unreviewed"	"A0A564YRM5_HYMDI"	"Glutamate receptor ionotropic, kainate 2"	"WMSIL1_LOCUS8720"	"Hymenolepis diminuta (Rat tapeworm)"	792	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00060;PF10613;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"ionotropic glutamate receptor activity [GO:0004970]"	"GO:0004970; GO:0005886; GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
"HmN_003037070.2"	4.5e-07	6.56e-10	1.96e-09	7.11e-11	1.24e-33	2.27e-17	"Cestoda"	"Hymenolepis_microstoma"	"PF00060.29"	"Lig_chan"	58.1	5.2e-19	"A0A564YZ54"	"unreviewed"	"A0A564YZ54_HYMDI"	"PBPe domain-containing protein"	"WMSIL1_LOCUS10289"	"Hymenolepis diminuta (Rat tapeworm)"	860	""	""	"PF00060;"	""	"integral component of membrane [GO:0016021]"	"ligand-gated ion channel activity [GO:0015276]"	"GO:0015276; GO:0016021"	"iGluR family"	"Cestoda-iGluR family"
