ID	Match_Metazoa_evalue	Match_Protostomia_evalue	Match_Spiralia_evalue	Match_Lophotrochozoa_evalue	Match_Platyhelminthes_evalue	Match_Neodermata_evalue	Class	Species	hmm.acc	hmm.name	bit.score	E.value	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Protein.families	Subcellular.location..CC.	Pfam	Gene.Ontology..biological.process.	Gene.Ontology..cellular.component.	Gene.Ontology..molecular.function.	Gene.Ontology.IDs	LGIC.Family	Class.LGIC
TRE_0001128701-mRNA-1	NA	3	6	9	10	6	Trematoda	Trichobilharzia_regenti	PF02931.26	Neur_chan_LBD	23.5	1.90E-08	A0A183WEX1	unreviewed	A0A183WEX1_TRIRE	Uncharacterized protein	TRE_LOCUS10674	Trichobilharzia regenti (Nasal bird schistosome)	128					integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]	GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0001153401-mRNA-1	NA	NA	NA	NA	19	11	Trematoda	Trichobilharzia_regenti	PF02932.19	Neur_chan_memb	28.3	1.00E-09	A0A183WFL8	unreviewed	A0A183WFL8_TRIRE	Neur_chan_memb domain-containing protein	TRE_LOCUS10921	Trichobilharzia regenti (Nasal bird schistosome)	326				ion transport [GO:0006811]	integral component of membrane [GO:0016021]		GO:0006811; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0001160901-mRNA-1	NA	3	NA	5	32	43	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	44.6	6.00E-15	A0A183WFU3	unreviewed	A0A183WFU3_TRIRE	Degenerin-like protein unc-105	TRE_LOCUS10996	Trichobilharzia regenti (Nasal bird schistosome)	306	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
TRE_0001161001-mRNA-1	NA	5	NA	4	28	46	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	46.8	1.30E-15	A0A183WFU4	unreviewed	A0A183WFU4_TRIRE	Acid-sensing ion channel 1-like	TRE_LOCUS10997	Trichobilharzia regenti (Nasal bird schistosome)	248	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
TRE_0001199001-mRNA-1	3	NA	5	7	17	47	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	96.9	8.00E-31	A0A183WGX4	unreviewed	A0A183WGX4_TRIRE	CNNM transmembrane domain-containing protein	TRE_LOCUS11376	Trichobilharzia regenti (Nasal bird schistosome)	256	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
TRE_0001211501-mRNA-1	NA	NA	NA	4	6	5	Trematoda	Trichobilharzia_regenti	PF02932.19	Neur_chan_memb	41.2	1.20E-13	A0A183WH99	unreviewed	A0A183WH99_TRIRE	Neur_chan_memb domain-containing protein	TRE_LOCUS11502	Trichobilharzia regenti (Nasal bird schistosome)	290			PF02932;	ion transport [GO:0006811]	integral component of membrane [GO:0016021]		GO:0006811; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0001270301-mRNA-1	3	3	4	7	46	67	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	69.4	1.80E-22	A0A183WIY7	unreviewed	A0A183WIY7_TRIRE	Amiloride-sensitive sodium channel subunit alpha	TRE_LOCUS12090	Trichobilharzia regenti (Nasal bird schistosome)	353	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
TRE_0001375701-mRNA-1	5	4	5	6	26	26	Trematoda	Trichobilharzia_regenti	PF02931.26	Neur_chan_LBD	24.5	9.10E-09	A0A183WLZ1	unreviewed	A0A183WLZ1_TRIRE	Neur_chan_LBD domain-containing protein	TRE_LOCUS13146	Trichobilharzia regenti (Nasal bird schistosome)	166					integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]	GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0001473501-mRNA-1	35	41	35	38	65	70	Trematoda	Trichobilharzia_regenti	PF02931.26	Neur_chan_LBD	150.9	2.00E-47	A0A183WPR9	unreviewed	A0A183WPR9_TRIRE	Neur_chan_LBD domain-containing protein	TRE_LOCUS14121	Trichobilharzia regenti (Nasal bird schistosome)	290	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0001491201-mRNA-1	73	69	74	77	153	179	Trematoda	Trichobilharzia_regenti	PF02931.26	Neur_chan_LBD	164.7	1.20E-51	A0A183WQ95	unreviewed	A0A183WQ95_TRIRE	Glycine receptor subunit alphaZ1-like	TRE_LOCUS14298	Trichobilharzia regenti (Nasal bird schistosome)	508	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0001556301-mRNA-1	12	10	13	27	122	165	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	178.1	1.80E-55	A0A183WS46	unreviewed	A0A183WS46_TRIRE	Acid-sensing ion channel 1	TRE_LOCUS14951	Trichobilharzia regenti (Nasal bird schistosome)	749	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
TRE_0001572701-mRNA-1	NA	3	NA	NA	32	48	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	23.5	1.50E-08	A0A183WSK9	unreviewed	A0A183WSK9_TRIRE	DUF4801 domain-containing protein	TRE_LOCUS15113	Trichobilharzia regenti (Nasal bird schistosome)	542								ASIC family	Trematoda-ASIC family
TRE_0001627601-mRNA-1	6	9	6	10	11	8	Trematoda	Trichobilharzia_regenti	PF02931.26	Neur_chan_LBD	36.3	2.20E-12	A0A183WU57	unreviewed	A0A183WU57_TRIRE	Neur_chan_LBD domain-containing protein	TRE_LOCUS15661	Trichobilharzia regenti (Nasal bird schistosome)	108			PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]	GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0001659501-mRNA-1	23	17	18	18	59	59	Trematoda	Trichobilharzia_regenti	PF02931.26	Neur_chan_LBD	71.6	3.60E-23	A0A183WV26	unreviewed	A0A183WV26_TRIRE	Neur_chan_LBD domain-containing protein		Trichobilharzia regenti (Nasal bird schistosome)	218			PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0001762501-mRNA-1	5	5	12	20	142	187	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	160.1	5.30E-50	A0A183WY05	unreviewed	A0A183WY05_TRIRE	Amiloride-sensitive sodium channel	TRE_LOCUS17010	Trichobilharzia regenti (Nasal bird schistosome)	665	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
TRE_0001801601-mRNA-1	4	7	NA	5	8	4	Trematoda	Trichobilharzia_regenti	PF10613.12	Lig_chan-Glu_bd	30.4	2.10E-10	A0A183WZ46	unreviewed	A0A183WZ46_TRIRE	Lig_chan-Glu_bd domain-containing protein		Trichobilharzia regenti (Nasal bird schistosome)	92		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF10613;		membrane [GO:0016020]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016020	iGluR family	Trematoda-iGluR family
TRE_0001806101-mRNA-1	NA	NA	NA	NA	35	58	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	35.3	4.00E-12	A0A183WZ91	unreviewed	A0A183WZ91_TRIRE	Amiloride-sensitive sodium channel	TRE_LOCUS17444	Trichobilharzia regenti (Nasal bird schistosome)	192	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
TRE_0002044501-mRNA-1	15	17	20	21	30	26	Trematoda	Trichobilharzia_regenti	PF02931.26	Neur_chan_LBD	68.9	2.40E-22	A0A183X624	unreviewed	A0A183X624_TRIRE	Neur_chan_LBD domain-containing protein	TRE_LOCUS19829	Trichobilharzia regenti (Nasal bird schistosome)	63		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0002186001-mRNA-1	23	24	26	27	37	44	Trematoda	Trichobilharzia_regenti	PF02931.26	Neur_chan_LBD	94.8	2.90E-30	A0A183XA38	unreviewed	A0A183XA38_TRIRE	Neur_chan_LBD domain-containing protein	TRE_LOCUS21242	Trichobilharzia regenti (Nasal bird schistosome)	101		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Trematoda-Cys-loop family
TRE_0002196801-mRNA-1	NA	4	9	12	54	74	Trematoda	Trichobilharzia_regenti	PF00858.27	ASC	64.5	5.50E-21	A0A183XAE6	unreviewed	A0A183XAE6_TRIRE	Acid-sensing ion channel 1	TRE_LOCUS21348	Trichobilharzia regenti (Nasal bird schistosome)	224	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Trematoda-ASIC family
TRINITY_DN1049_c1_g1_i1.p1	NA	5	4	8	16	6	Monopisthocotylea	Rhabdosynochus_viridisi	PF02932.19	Neur_chan_memb	21.9	9.10E-08	A0A1I8H7C3	unreviewed	A0A1I8H7C3_9PLAT	Neur_chan_memb domain-containing protein		Macrostomum lignano	501			PF02932;		integral component of membrane [GO:0016021]	ion channel activity [GO:0005216]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005216; GO:0016021	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN1070_c2_g1_i1.p1	55	54	61	67	94	101	Monopisthocotylea	Rhabdosynochus_viridisi	PF02931.26	Neur_chan_LBD	115.4	1.40E-36	A0A094ZKF3	unreviewed	A0A094ZKF3_SCHHA	Glycine receptor subunit alpha-2 (Putative cys-loop ligand gated ion channel subunit)	MS3_0012065 MS3_02667	Schistosoma haematobium (Blood fluke)	514	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN112_c1_g3_i4.p3	NA	NA	5	4	10	9	Monopisthocotylea	Rhabdosynochus_viridisi	PF02932.19	Neur_chan_memb	25.1	9.70E-09	A0A267EL52	unreviewed	A0A267EL52_9PLAT	Acetylcholine receptor subunit alpha-type acr-16	BOX15_Mlig004863g1	Macrostomum lignano	670	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN1143_c0_g1_i13.p1	81	103	100	110	104	95	Monopisthocotylea	Rhabdosynochus_viridisi	PF02931.26	Neur_chan_LBD	189	4.40E-59	A0A8S3ZVB2	unreviewed	A0A8S3ZVB2_9EUPU	Hypothetical protein	CUNI_LOCUS18957	Candidula unifasciata	501								Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN1153_c0_g1_i12.p2	3	3	3	6	56	51	Monopisthocotylea	Rhabdosynochus_viridisi	PF00858.27	ASC	66.1	1.80E-21	A0A158QSX4	unreviewed	A0A158QSX4_MESCO	Amiloride-sensitive sodium channel	MCOS_LOCUS1629	Mesocestoides corti (Flatworm)	593	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Monopisthocotylea-ASIC family
TRINITY_DN1153_c0_g3_i2.p1	5	5	11	18	68	72	Monopisthocotylea	Rhabdosynochus_viridisi	PF00858.27	ASC	90.5	6.90E-29	A0A4Z2DB23	unreviewed	A0A4Z2DB23_SCHJA	FMRFamide-activated amiloride-sensitive sodium channel	EWB00_002747	Schistosoma japonicum (Blood fluke)	528	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Monopisthocotylea-ASIC family
TRINITY_DN11631_c0_g3_i1__g.62207	48	57	50	57	56	60	Monopisthocotylea	Scutogyrus_longicornis	PF02931.26	Neur_chan_LBD	144.1	2.50E-45	C7TXR9	unreviewed	C7TXR9_SCHJA	Neuronal acetylcholine receptor subunit alpha-7		Schistosoma japonicum (Blood fluke)	323	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN1170_c1_g1_i1.p4	NA	NA	NA	NA	14	28	Monopisthocotylea	Rhabdosynochus_viridisi	PF00858.27	ASC	24.1	9.60E-09	A0A4E0RIJ1	unreviewed	A0A4E0RIJ1_FASHE	Amiloride-sensitive cation channel 4-A	D915_001404	Fasciola hepatica (Liver fluke)	262	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Monopisthocotylea-ASIC family
TRINITY_DN1265_c2_g1_i3__g.35425	5	6	6	11	11	11	Monopisthocotylea	Scutogyrus_longicornis	PF02931.26	Neur_chan_LBD	29.1	3.60E-10	A0A1S3K6G0	unreviewed	A0A1S3K6G0_LINUN	neuronal acetylcholine receptor subunit alpha-5 isoform X4	LOC106179104	Lingula unguis	488	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN126_c2_g1_i2__g.46942	50	55	46	57	67	73	Monopisthocotylea	Scutogyrus_longicornis	PF02931.26	Neur_chan_LBD	18.6	6.00E-07	A0A654GK21	unreviewed	A0A654GK21_9CEST	Neuronal acetylcholine receptor subunit alpha-7	SPRV2_LOCUS1532	Sparganum proliferum	615	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN1311_c0_g1_i1__g.7625	24	22	39	45	60	63	Monopisthocotylea	Scutogyrus_longicornis	PF02931.26	Neur_chan_LBD	70.7	6.60E-23	A0A8J4T659	unreviewed	A0A8J4T659_9TREM	Neuronal acetylcholine receptor subunit alpha-3	PHET_11381	Paragonimus heterotremus	303	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN13592_c0_g1_i1__g.60716	3	4	12	16	118	74	Monopisthocotylea	Scutogyrus_longicornis	PF00858.27	ASC	138.1	2.60E-43	A0A074ZXV4	unreviewed	A0A074ZXV4_9TREM	Amiloride-sensitive sodium channel	T265_01690	Opisthorchis viverrini	627	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Monopisthocotylea-ASIC family
TRINITY_DN13615_c0_g1_i1__g.43723	15	24	23	34	52	70	Monopisthocotylea	Scutogyrus_longicornis	PF00060.29	Lig_chan	16.3	4.10E-06	A0A8T0DD35	unreviewed	A0A8T0DD35_9TREM	Uncharacterized protein	P879_09768	Paragonimus westermani	288								iGluR family	Monopisthocotylea-iGluR family
TRINITY_DN1396_c0_g1_i18.p1	7	6	9	15	67	78	Monopisthocotylea	Rhabdosynochus_viridisi	PF00858.27	ASC	125.6	1.50E-39	A0A068YBZ2	unreviewed	A0A068YBZ2_ECHMU	FMRFamide activated amiloride sensitive sodium	EmuJ_000738300	Echinococcus multilocularis (Fox tapeworm)	577	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Monopisthocotylea-ASIC family
TRINITY_DN14071_c0_g1_i1__g.60845	17	22	16	25	36	37	Monopisthocotylea	Scutogyrus_longicornis	PF10613.12	Lig_chan-Glu_bd	20.3	2.90E-07	A0A654HCS3	unreviewed	A0A654HCS3_9CEST	Reverse transcriptase domain-containing protein	SPRV2_LOCUS11438	Sparganum proliferum	875			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]; signaling receptor activity [GO:0038023]	GO:0015276; GO:0016021; GO:0038023	iGluR family	Monopisthocotylea-iGluR family
TRINITY_DN1426_c0_g1_i6__g.50543	6	5	5	8	7	10	Monopisthocotylea	Scutogyrus_longicornis	PF02932.19	Neur_chan_memb	19.8	4.10E-07	A0A5J4NT63	unreviewed	A0A5J4NT63_9TREM	Neuronal acetylcholine receptor subunit alpha-10	DEA37_0014955	Paragonimus westermani	489	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN14288_c0_g2_i1__g.35492	14	18	13	14	35	36	Monopisthocotylea	Scutogyrus_longicornis	PF02931.26	Neur_chan_LBD	64.1	7.00E-21	A0A4Z2DPG6	unreviewed	A0A4Z2DPG6_SCHJA	Glycine receptor subunit alpha-3	EWB00_010226	Schistosoma japonicum (Blood fluke)	550	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	Cys-loop family	Monopisthocotylea-Cys-loop family
TRINITY_DN14288_c0_g3_i1__g.35493	32	30	28	34	47	59	Monopisthocotylea	Scutogyrus_longicornis	PF02932.19	Neur_chan_memb	56.1	3.20E-18	A0A183LIM7	unreviewed	A0A183LIM7_9TREM	Glycine receptor subunit alphaZ1	SMRZ_LOCUS3652	Schistosoma margrebowiei	415	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	Cys-loop family	Monopisthocotylea-Cys-loop family
